facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,footnote,start_date,end_date
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,1337,15.3,13.8,16.9,,07/01/2017,12/01/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,356,12.4,10.0,14.9,,07/01/2017,12/01/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,8402,0.74,0.2,1.28,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Worse Than the National Rate,88,214.41,172.29,256.53,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,9755,0.25,0.09,0.41,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,8266,0.09,0.02,0.15,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,1981,1.97,0.63,3.3,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,572,1.57,0.37,2.77,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,520,6.24,2.44,10.04,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2022,3.61,1.60,5.63,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,556,5.42,2.51,8.34,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,637,0.79,0.09,1.49,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1941,1.88,0.84,2.91,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.13,0.83,1.42,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,73,2.4,1.3,4.1,,04/01/2017,10/02/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,79,10.8,8.4,13.6,,07/01/2017,12/01/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,196,8.3,6.1,11.1,,07/01/2017,12/01/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,261,8.8,6.6,11.6,,07/01/2017,12/01/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,378,18.5,15.8,21.7,,07/01/2017,12/01/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,121,13.4,10.2,17.4,,07/01/2017,12/01/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_03,Pressure ulcer rate,Worse Than the National Rate,3619,4.78,3.98,5.59,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4214,0.24,0.06,0.42,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,3470,0.09,0.02,0.16,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,487,2.52,1,4.03,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,142,1.40,0.16,2.65,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,131,5.69,1.13,10.24,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,497,5.35,2.67,8.03,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,148,4.45,1.2,7.7,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,185,0.84,0.12,1.56,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,671,1.38,0.13,2.64,,07/01/2018,12/31/2019
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,(516) 705-2525,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,2.29,1.92,2.66,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,217,2.4,1.5,3.9,,04/01/2017,10/02/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,68,11.4,8.8,14.7,,07/01/2017,12/01/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,139,7.8,5.5,11.1,,07/01/2017,12/01/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,431,11.5,9.4,14.0,,07/01/2017,12/01/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,569,16.2,13.9,18.6,,07/01/2017,12/01/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,149,11.9,9.2,15.5,,07/01/2017,12/01/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4356,0.36,0,1.05,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,25,171.60,117.9,225.31,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,5377,0.24,0.06,0.42,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,4698,0.09,0.02,0.16,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,816,2.46,0.96,3.96,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,235,1.40,0.16,2.65,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,238,5.38,0.96,9.81,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,856,3.94,1.52,6.36,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,235,5.15,1.86,8.43,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,234,0.83,0.11,1.54,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1059,0.92,0,2.09,,07/01/2018,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.96,0.62,1.3,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,04/01/2017,10/02/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,68,12.8,10.0,16.3,,07/01/2017,12/01/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,285,8.5,6.4,11.2,,07/01/2017,12/01/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,421,13.7,11.0,16.5,,07/01/2017,12/01/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,461,17.5,14.8,20.4,,07/01/2017,12/01/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,165,13.5,10.2,17.5,,07/01/2017,12/01/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3598,1.41,0.58,2.24,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4416,0.20,0.02,0.38,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,3659,0.10,0.04,0.17,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,515,2.32,0.8,3.85,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,63,1.39,0.16,2.63,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,63,4.82,0.16,9.47,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,535,4.20,1.56,6.84,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,60,4.73,1.38,8.08,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,170,0.84,0.12,1.56,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,822,1.34,0.11,2.58,,07/01/2018,12/31/2019
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.24,0.87,1.62,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,592,1.7,1.1,2.6,,04/01/2017,10/02/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,165,13,10.5,15.8,,07/01/2017,12/01/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,137,2.6,1.4,4.8,,07/01/2017,12/01/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,260,7,5.1,9.6,,07/01/2017,12/01/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,642,10.9,9.1,13.1,,07/01/2017,12/01/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,649,15.3,13.1,17.6,,07/01/2017,12/01/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,265,12.4,9.8,15.5,,07/01/2017,12/01/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,7180,0.28,0,0.77,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,91,190.92,147.27,234.57,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,9058,0.24,0.08,0.39,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,7793,0.09,0.02,0.15,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,2507,2.88,1.66,4.11,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1070,1.45,0.39,2.51,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,787,4.76,0.95,8.57,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2651,2.77,0.93,4.60,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1077,4.07,1.44,6.71,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,387,0.96,0.25,1.66,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1547,1.61,0.58,2.63,,07/01/2018,12/31/2019
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.84,0.57,1.1,,07/01/2018,12/31/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,553,1.7,1.1,2.6,,04/01/2017,10/02/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,278,11.4,9.5,13.6,,07/01/2017,12/01/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,287,6.4,4.8,8.5,,07/01/2017,12/01/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,859,8.1,6.9,9.5,,07/01/2017,12/01/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,1104,10.8,9.5,12.3,,07/01/2017,12/01/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,267,12,9.7,14.8,,07/01/2017,12/01/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,PSI_03,Pressure ulcer rate,Better Than the National Rate,8430,0.07,0,0.53,,07/01/2018,12/31/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,70,141.38,92.82,189.95,,07/01/2018,12/31/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,10207,0.15,0,0.3,,07/01/2018,12/31/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,8477,0.08,0.02,0.15,,07/01/2018,12/31/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,2109,2.32,0.99,3.66,,07/01/2018,12/31/2019
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,892,1.25,0.07,2.42,,07/01/2018,12/31/2019
